Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41
"R (growth rate per h)",0.0119378693914507,0.0163245370041416,0.0162666262991643,0.11471832090169,0.0206034488856119,0.033565018036069,0.011363826323712,0.0185321691293865,0.0147936326168285,0.0166538312162839,0.0688813785451592,0.0466005537554992,0.0626294701849597,0.069509409289653,0.0843226073733729,0.0866085402594976,0.0839689291144675,0.0954198898963769,0.0874250383761138,0.0790139570855546,0.157213037133048,0.124038401475868,0.177532733508205,0.146818851784752,0.123852652860391,0.299444629461563,0.225337271665222,0.292655941715513,0.318525974947021,0.244300573183587,0.611812194364037,0.608612083669749,0.569559947992667,0.721418002548046,0.595725638426785,1.1393952633848,0.99636704559162,0.943311937945266,0.932833180316982,0.998822638940171
"R algorithmic standard error estimate",0.0147268593568252,0.00817070508028309,0.018470924690842,0.0160153257452296,0.00584711578259068,0.00849483042769627,0.00553536492356832,0.00235390484975537,0.00782001524921241,0.00687279364932265,0.00503776230573765,0.00270387527285025,0.00268287626199452,0.00340122589861679,0.00290567427585954,0.00287369974126169,0.00309464026540308,0.00260318476952534,0.00261197493220249,0.00403824408886865,0.00391956058514992,0.0034967025604982,0.00405539161483205,0.0047391529730197,0.00405287834797283,0.0057641167965614,0.00948603404116562,0.00562813943025454,0.00653806200270012,0.00631370802168218,0.00998750966332779,0.0174832552909749,0.0156573916274099,0.0128221891605618,0.0191943658743046,0.0152592881300681,0.021179788873168,0.0240183657781455,0.0283259754060967,0.0222289744366483
"K (population size OD600nm)",0.00351363229605924,0.00235468307036788,0.00672933551769344,0.00362013207111913,0.000660671724974482,0.000896188050649969,0.00185278968443585,0.0012488469843502,0.00155237363771213,0.00177880332650913,0.00303903265538221,0.00361137507293239,0.00349190719977861,0.00331082811222438,0.00470202150688809,0.00623728213643701,0.00585881929901867,0.00584642469664983,0.00571286117877074,0.00675819133166334,0.0125203453834653,0.0138211920922782,0.0112708801022237,0.0124507517328277,0.013281888718933,0.0228594078536172,0.026872167213758,0.0221624719423024,0.0227144136138965,0.0243923898218633,0.0394993729637951,0.0529820569048232,0.0495432059162046,0.0447436842044147,0.0564784204883727,0.0724197107694651,0.0774975384975241,0.0844887181107251,0.0879025965136411,0.0823206469527515
"K algorithmic standard error estimate",0.00229380153643823,0.0003782623445567,0.00414722397800028,0.000313966520070457,0.000131061336041567,0.000155734378893831,0.000249565282675907,9.67354489263313e-05,0.000183727782171883,0.000160787239324079,0.000152877839006548,0.000136656950101103,0.000106321016920844,0.000117359564845659,0.000118904532315905,0.000135271738556433,0.000151464128073111,0.000113966738140093,0.000120649556494339,0.000232813217750892,0.000213101299601853,0.000262692500279947,0.000193124112224618,0.000289089896569646,0.000295712767766784,0.000318423041838214,0.000834829058547879,0.000330818198631277,0.000366660367924862,0.000467855710161996,0.000470887574951482,0.0012486377460282,0.00110813133329199,0.000666561144845537,0.00148045389488604,0.00074775143421155,0.00137848594910173,0.00179042382229986,0.00217369840780071,0.00149511193413559
"Yield (OD600nm per ug/mL malto3)",0.0014054529184237,0.000941873228147153,0.00269173420707737,0.00144805282844765,0.000264268689989793,0.000179237610129994,0.00037055793688717,0.00024976939687004,0.000310474727542426,0.000355760665301826,0.000303903265538221,0.000361137507293239,0.000349190719977861,0.000331082811222438,0.000470202150688809,0.00031186410682185,0.000292940964950934,0.000292321234832492,0.000285643058938537,0.000337909566583167,0.000313008634586633,0.000345529802306954,0.000281772002555593,0.000311268793320692,0.000332047217973326,0.000285742598170215,0.000335902090171975,0.00027703089927878,0.000283930170173707,0.000304904872773291,0.000246871081023719,0.000331137855655145,0.000309645036976279,0.000279648026277592,0.000352990128052329,0.00028967884307786,0.000309990153990097,0.000337954872442901,0.000351610386054564,0.000329282587811006
"Yield algorithmic standard error estimate",0.000917520614575293,0.00015130493782268,0.00165888959120011,0.000125586608028183,5.24245344166266e-05,3.11468757787661e-05,4.99130565351815e-05,1.93470897852663e-05,3.67455564343766e-05,3.21574478648158e-05,1.52877839006548e-05,1.36656950101103e-05,1.06321016920844e-05,1.17359564845659e-05,1.18904532315905e-05,6.76358692782163e-06,7.57320640365557e-06,5.69833690700464e-06,6.03247782471694e-06,1.16406608875446e-05,5.32753249004634e-06,6.56731250699867e-06,4.82810280561544e-06,7.22724741424115e-06,7.3928191941696e-06,3.98028802297767e-06,1.04353632318485e-05,4.13522748289096e-06,4.58325459906078e-06,5.84819637702495e-06,2.94304734344676e-06,7.80398591267628e-06,6.92582083307495e-06,4.1660071552846e-06,9.25283684303773e-06,2.9910057368462e-06,5.5139437964069e-06,7.16169528919944e-06,8.69479363120282e-06,5.98044773654237e-06
"Lag estimate 1 (h)",-4.89508780331214,2.25223987719592,7.82660161551215,4.99448473852894,8.85553606226978,7.21525827515726,8.24811745979459,7.67634970163947,6.20372566836216,7.52382007156226,9.7868768377544,10.5464542280884,12.2373014304183,12.2796403718762,13.5233766050534,10.2943894738942,12.6924231579055,12.8577235445203,12.7123244972375,12.0694033557647,12.2373895187099,12.816381618906,14.8584008258501,14.1966650122027,13.0052709817902,14.1173831438388,15.1923001073119,16.4304944069443,16.773774735291,15.3565865722658,13.8998692702738,18.0161503585758,17.8023794411379,18.6617264584735,17.7477600935407,15.8817978635119,18.5896062935993,18.3656074309539,17.7771784959687,17.9031440147413
"Lag estimate 2 (h)",4.73239436619718,4.73239436619718,4.3943661971831,7.43661971830986,22.3098591549296,9.12676056338028,7.77464788732394,9.80281690140845,3.04225352112676,2.70422535211268,11.4929577464789,10.1408450704225,12.8450704225352,12.5070422535211,15.2112676056338,9.80281690140845,9.46478873239437,11.830985915493,12.169014084507,7.09859154929577,10.4788732394366,12.169014084507,14.1971830985915,13.5211267605634,9.12676056338028,11.4929577464789,7.77464788732394,15.5492957746479,14.8732394366197,15.2112676056338,13.5211267605634,13.5211267605634,13.8591549295775,18.2535211267606,12.8450704225352,15.2112676056338,17.5774647887324,16.9014084507042,13.8591549295775,15.887323943662
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.653750037670264,0.733581451769993,0.824063109494754,0.665941574351669,0.269907477109439,0.326579319227752,0.709492943226056,0.707838755355066,0.658281105530533,0.756716772720842,0.851356443470364,0.911134536723259,0.940700083072172,0.920892512776676,0.959073477780861,0.968769721445662,0.957597342568903,0.975181885617562,0.971095073449815,0.928266176688509,0.981324750709747,0.980457267466162,0.981866641753394,0.969289672703427,0.97304596986519,0.988165663383542,0.968704409350293,0.988811696187596,0.98687943945806,0.983979023112261,0.990860678864999,0.984969395052572,0.985263587133034,0.990926426102121,0.983252357432607,0.993693245991499,0.991166488182533,0.990300445951239,0.985016327097392,0.989440612055573
