Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39
"R (growth rate per h)",0.103036684371117,0.0212220885812065,0.555732376504867,0.0285004521554517,0.106406890969596,0.0481800923275391,0.0400233869649878,0.0849065517029861,0.0670742357209871,0.0716224930793696,0.0732425191672593,441.130294304871,0.131395105649914,0.155907453687713,0.140836761007697,0.134212913113629,0.137058838914766,0.133934203556512,0.947495128029199,0.237242884684201,0.284402027250355,0.27943220333217,0.344020506386538,0.705663345460777,0.652647825660521,0.598760928863002,0.601092456785272,0.57720829193827,1.45715789764957,1.44018727957439,1.42000866292342,1.39488498450011,1.35514878289331,1.7187987056931,1.63524277581235,1.60413937121822,1.57149199465442,1.58200693353554
"R algorithmic standard error estimate",0.0363871188470595,1.43987822393919,46.1027481229323,1.67875212034284,0.0181986942818135,0.00842064260140416,0.0394045369759245,0.0102700482527287,0.0305848428656113,0.00739485406890122,0.0129549880364203,95.4258114191821,0.0126593706007028,0.0367650984851515,0.0300088641297451,0.0190750267093182,0.0283982872731083,0.0250440331947829,32.7480607472007,0.0436968660569782,0.0100849238780107,0.00796106351330881,0.0188313108441089,0.0169569060853393,0.0136039038117542,0.0125547443646524,0.0126347532786933,0.0109022042995517,0.0231600822440978,0.0201359484499709,0.0218004382373796,0.0201527563322006,0.0204709298464569,0.0283116437913433,0.0248501443768188,0.0252848034559636,0.0234022769004551,0.0229941991267196
"K (population size OD600nm)",0.00150845756206379,0.713094890562538,20.7171831540558,0.890734293801363,0.00137667935719451,0.00169411564405255,0.00174643640830141,0.00134913847020842,0.000998510108952142,0.00299421842458286,0.00173563573812761,17732.6208946021,0.00255596112229525,0.00665894830515591,0.00672900250490344,0.00708657891418829,0.00668708098356693,0.0066364056047328,16.2557409475107,0.0127551923345747,0.014005349365029,0.0136335228582985,0.0120238200874355,0.0263834754680758,0.0265443371001157,0.027492608515153,0.0272351748769091,0.0271167098070998,0.0678750678191768,0.0685628179480994,0.0690936668923692,0.0698871276501363,0.079204442474715,0.073224174618129,0.0729845610540378,0.0735470399903232,0.073496477199262,0.0746101624272375
"K algorithmic standard error estimate",0.000355489243111511,24.2942256081932,862.277271346363,26.3378329455523,0.000161032891977698,0.000169932878477863,0.000340658725277841,9.55954721129418e-05,0.000321465605699553,0.000175669191258677,0.000225200111278615,7.22812279537189e-10,0.000174344614815773,0.000279784493224194,0.000261178806817687,0.000190288276452631,0.000247397601844734,0.00022200220970379,286.572663573246,0.000438426160755468,0.000287445991781048,0.000226699637166858,0.000421779239057157,0.000397304267650968,0.000346336661554487,0.000355088457854332,0.000356378294989917,0.000316699975743184,0.000696817425231289,0.000626534695021878,0.000694323344542197,0.000659599427137947,0.000760436302351874,0.000785067015224238,0.000723386246017373,0.000756409367102197,0.000715829275719469,0.000714018218153776
"Yield (OD600nm per ug/mL malto3)",0.000603383024825515,0.285237956225015,8.28687326162233,0.356293717520545,0.000275335871438902,0.00033882312881051,0.000349287281660282,0.000269827694041685,9.98510108952142e-05,0.000299421842458286,0.000173563573812761,1773.26208946021,0.000255596112229525,0.000332947415257795,0.000336450125245172,0.000354328945709414,0.000334354049178347,0.00033182028023664,0.406393523687767,0.000318879808364367,0.000350133734125725,0.000340838071457463,0.000300595502185887,0.000329793443350947,0.000331804213751447,0.000343657606439413,0.000340439685961363,0.000338958872588747,0.000424219173869855,0.000428517612175621,0.000431835418077307,0.000436794547813352,0.000495027765466969,0.000292896698472516,0.000291938244216151,0.000294188159961293,0.000293985908797048,0.00029844064970895
"Yield algorithmic standard error estimate",0.000142195697244604,9.71769024327729,344.910908538545,10.5351331782209,3.22065783955397e-05,3.39865756955726e-05,6.81317450555683e-05,1.91190944225884e-05,3.21465605699553e-05,1.75669191258677e-05,2.25200111278615e-05,7.22812279537189e-11,1.74344614815773e-05,1.39892246612097e-05,1.30589403408844e-05,9.51441382263152e-06,1.23698800922367e-05,1.11001104851895e-05,7.16431658933114,1.09606540188867e-05,7.18614979452619e-06,5.66749092917146e-06,1.05444809764289e-05,4.9663033456371e-06,4.32920826943108e-06,4.43860572317915e-06,4.45472868737397e-06,3.9587496967898e-06,4.35510890769556e-06,3.91584184388674e-06,4.33952090338873e-06,4.12249641961217e-06,4.75272688969922e-06,3.14026806089695e-06,2.89354498406949e-06,3.02563746840879e-06,2.86331710287787e-06,2.8560728726151e-06
"Lag estimate 1 (h)",3.99395539877114,613.967762785873,2687.00461522712,785.941160771979,3.72311214170478,3.59442511795601,2.69966978511419,4.30605226053146,4.23080911962066,3.90990279255839,6.83214879289841,6485.02580616221,5.7633910417397,3.53827163939904,3.82791762825986,3.91521984396284,4.18500324162707,4.24098527372294,870.141549674526,4.16393547903047,4.88554203375762,5.05784968444233,6.23148351469315,5.87851899109393,6.20328156455844,6.26160009806512,6.51274814880387,6.47241647916532,7.7984484241442,8.3030018030573,8.46120901761123,8.53535569045976,8.34619452836807,7.62726698009556,7.91858638924381,8.06277120805654,8.23986301262901,8.51294451410823
"Lag estimate 2 (h)",NaN,0.338028169014085,0.338028169014085,0.338028169014085,NaN,NaN,NaN,0.338028169014085,NaN,0.338028169014085,3.04225352112676,0.338028169014085,0.338028169014085,3.38028169014085,3.04225352112676,3.04225352112676,0.338028169014085,2.36619718309859,1.69014084507042,2.36619718309859,1.69014084507042,3.04225352112676,5.74647887323944,5.40845070422535,5.40845070422535,5.07042253521127,5.74647887323944,5.40845070422535,7.43661971830986,8.11267605633803,7.77464788732394,8.11267605633803,7.77464788732394,7.43661971830986,7.43661971830986,7.43661971830986,7.43661971830986,7.77464788732394
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.212563163570704,0.281797349299944,0.215755385666049,0.297632015715982,0.528816392662722,0.606206088141564,0.407374356244236,0.756563699775402,0.349266005201078,0.817437001349591,0.568776905630576,0.232694371546247,0.780576675894547,0.926634061328595,0.937423508872798,0.970103252079942,0.941017261538953,0.951261720027628,0.263439143031956,0.950859083696429,0.972842612692333,0.981948589709723,0.923131992245948,0.984951100714502,0.988619128928469,0.988836245591259,0.98851348411931,0.990830625501044,0.992822678012318,0.994289370636265,0.993097031230744,0.993903216961128,0.993689832425069,0.992189086666709,0.993303838546213,0.992787156163951,0.993520324013999,0.99373535238381
