Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41
"R (growth rate per h)",0.0295675299450967,0.0179279414301249,0.0288303788557112,0.018217414891558,0.0465413548935626,0.0269128331682998,0.0179874550982902,0.0243025421236724,0.0155315182515216,0.125302734779771,0.0325961589398851,0.0402219485237882,0.0231765393785823,0.0327155748127465,0.0259582946833227,0.0523899138540863,0.0527777780839392,0.0369584165988262,0.0490522044941607,0.0212400479854495,0.155199328896988,0.126423603169745,0.108194946792224,0.124402599833226,0.112722289723391,0.392270886620114,0.440212856437006,0.379031206856603,0.443215389847772,0.389547343575068,0.870455983655698,0.91516254627591,0.886238902600412,0.902533214159241,0.896595997961738,1.72882100750504,1.82877127041116,1.72212446543582,1.75487704620044,1.71806182540721
"R algorithmic standard error estimate",0.0124175036689352,0.00351785355589225,0.0153348076636205,0.00311185250414622,0.00456423185668769,0.00337890760698131,0.00401347008838561,0.00337229438968816,0.00323977767548626,0.0153025787096267,0.00446965968584965,0.00226527299185465,0.0155011844391041,0.00726442941339734,0.0065960430322093,0.00572585795669579,0.00115360299196091,0.00525946313358156,0.0017012708540981,0.0144152478401269,0.013132865030068,0.0152496772557783,0.0130789977521498,0.0132265910519624,0.0116038037853286,0.00716447451084891,0.00785121131564645,0.00760655795275999,0.0120496011133428,0.00762350181985639,0.014653499888453,0.0152859824301269,0.0163739866153566,0.0154127336330756,0.0147925623041675,0.0205758698483659,0.0227732713537993,0.0208880814800207,0.0212936032187231,0.019455462609238
"K (population size OD600nm)",0.00272225839612065,0.00209027779449123,0.00316356137484772,0.00211584576851198,0.00117470338107147,0.00317241978829511,0.00341592263786644,0.00319122840009525,0.0021480898891897,0.00199872119657375,0.00501101102232235,0.003479781488154,0.00755289849527085,0.00440562806681673,0.00290229121462433,0.00654290871538625,0.00507405140134098,0.0055240510509897,0.00477468924508444,0.008592252841882,0.0126867204793145,0.0107948549385878,0.0116190315005367,0.0116876752860818,0.0111938074132148,0.0260799960867373,0.0236878986028565,0.0251668910693984,0.0239955865284522,0.0241570620641154,0.0538506715261247,0.0558308867050078,0.0533291846683175,0.0521612538634187,0.0527966732700829,0.106596653741635,0.102066185884276,0.106397677993172,0.106035840556248,0.103888538447452
"K algorithmic standard error estimate",0.000245353927798258,9.79385932292449e-05,0.000573373100062491,8.98858074055757e-05,7.91144517089631e-05,0.000101419821153541,0.000294845860134268,0.000126245376921752,0.000126399595395594,0.000162886458939709,0.000189196871786211,0.000115761765420261,0.00260888062917868,0.000243783973697998,0.000165486705054184,0.000169666811941767,6.72147036638407e-05,0.000206739846667209,0.000100024451843148,0.00254023753016821,0.000208579675657703,0.00025751321960558,0.000325766303509676,0.000263223314609039,0.000251985817185512,0.000288151479234589,0.00026801973770207,0.000303913139044904,0.000411695967718021,0.000291282225933827,0.00057846674297865,0.000591472870483915,0.000624155783641448,0.000574719990457219,0.000562442592162914,0.000859913477813528,0.000866879472316799,0.000872619326883679,0.000876824215043453,0.000804697417559003
"Yield (OD600nm per ug/mL malto3)",0.00108890335844826,0.000836111117796493,0.00126542454993909,0.000846338307404792,0.000469881352428589,0.000634483957659022,0.000683184527573288,0.00063824568001905,0.00042961797783794,0.00039974423931475,0.000501101102232235,0.0003479781488154,0.000755289849527085,0.000440562806681673,0.000290229121462433,0.000327145435769312,0.000253702570067049,0.000276202552549485,0.000238734462254222,0.0004296126420941,0.000317168011982863,0.000269871373464695,0.000290475787513417,0.000292191882152044,0.00027984518533037,0.000325999951084216,0.000296098732535706,0.00031458613836748,0.000299944831605653,0.000301963275801442,0.000336566697038279,0.000348943041906299,0.000333307404176984,0.000326007836646367,0.000329979207938018,0.00042638661496654,0.000408264743537102,0.000425590711972686,0.000424143362224992,0.000415554153789808
"Yield algorithmic standard error estimate",9.81415711193032e-05,3.9175437291698e-05,0.000229349240024996,3.59543229622303e-05,3.16457806835852e-05,2.02839642307081e-05,5.89691720268536e-05,2.52490753843505e-05,2.52799190791189e-05,3.25772917879419e-05,1.89196871786211e-05,1.15761765420261e-05,0.000260888062917868,2.43783973697998e-05,1.65486705054184e-05,8.48334059708833e-06,3.36073518319203e-06,1.03369923333605e-05,5.00122259215742e-06,0.000127011876508411,5.21449189144259e-06,6.43783049013949e-06,8.1441575877419e-06,6.58058286522599e-06,6.2996454296378e-06,3.60189349043236e-06,3.35024672127587e-06,3.7989142380613e-06,5.14619959647526e-06,3.64102782417284e-06,3.61541714361656e-06,3.69670544052447e-06,3.90097364775905e-06,3.59199994035762e-06,3.51526620101821e-06,3.43965391125411e-06,3.4675178892672e-06,3.49047730753472e-06,3.50729686017381e-06,3.21878967023601e-06
"Lag estimate 1 (h)",5.79332204634745,5.74520704681887,1.18818148180443,4.79698795648219,6.94544738212612,4.48040644351785,0.531590228074477,3.379072912597,3.79724511235018,4.26954830392889,5.13050236992737,7.82096896916138,-5.27177033123758,6.59392945054886,7.41292063741342,7.35043680815731,9.08602185795747,6.43462127646402,9.03410217108642,-2.92193891206935,7.18859903076121,7.30234715800047,5.56389349602804,6.39662068912302,6.19717730264794,7.36636840000772,7.89259381319826,7.19734818719915,7.75095882704605,7.61852764617114,8.75143619149614,8.48167098572396,8.37507219396563,8.80070291083718,8.91699280241625,10.8785676339365,10.6366091348188,10.7990157320203,10.985631926697,11.1276271776146
"Lag estimate 2 (h)",0.338028169014085,7.43661971830986,3.04225352112676,6.42253521126761,7.77464788732394,6.08450704225352,2.70422535211268,4.73239436619718,5.74647887323944,3.71830985915493,5.40845070422535,8.11267605633803,0.338028169014085,8.7887323943662,9.12676056338028,6.76056338028169,9.46478873239437,5.40845070422535,11.1549295774648,4.05633802816901,7.43661971830986,5.74647887323944,4.73239436619718,5.74647887323944,5.74647887323944,6.76056338028169,8.11267605633803,6.76056338028169,8.11267605633803,7.09859154929577,8.11267605633803,7.77464788732394,7.43661971830986,8.11267605633803,8.11267605633803,10.1408450704225,10.4788732394366,10.1408450704225,10.1408450704225,10.4788732394366
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.758954461832938,0.933052055198581,0.729124696208496,0.949783838172044,0.763723661521628,0.972589253091683,0.950708494924355,0.969195000542227,0.931870503456066,0.692532058513209,0.968380100693531,0.92905578926459,0.876982422070983,0.915265574863746,0.890665875727631,0.977690356892953,0.988151744744605,0.964501311801536,0.970894070936188,0.883720646382134,0.987778472937021,0.975036779824395,0.973732236002531,0.979868645092766,0.980870707492829,0.991688032542849,0.991281057203444,0.990098604868038,0.980190848480248,0.990110145820753,0.992102832580626,0.992322013415978,0.990648564994795,0.991696836917192,0.992231974835808,0.995556914606432,0.995060189479342,0.995405915554061,0.995333342919068,0.995907464567002
