Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41
"R (growth rate per h)",0.0840220610070322,0.0247231111373867,1.11813161314096,0.0103591490521463,0.0186878671825608,0.0503139118898644,0.0304766150240738,0.0257437162390435,0.0270902102632481,0.0329539012935749,0.0516601264223441,0.0572327600485043,0.0331765603040034,0.0442442204879529,0.0302673079557793,0.0937564686359787,0.0802419459459262,0.102358705157404,0.0971307898537022,0.111028501093302,0.159895931478182,0.164395460342163,0.159618681803043,0.175868052096523,0.177795839908431,0.489413668529474,0.316720596078517,0.461842524000361,0.348733241795787,0.303539237779332,0.670991807754333,0.603348904461789,0.531972405281634,0.571431744628952,0.597038343547455,1.03342576732536,0.978998683720381,0.96524646587626,0.96647100242405,1.05920286225338
"R algorithmic standard error estimate",0.031914774293776,0.0137306875038196,0.668475568555973,0.0142842458069251,0.0157816648898767,0.0112882741988426,0.0107597619432983,0.0578915659998103,0.00938966339841661,0.0107199523296165,0.00422206384672485,0.00479407001913526,0.00770314126284019,0.0114091578355589,0.00937634575984599,0.0158770628504969,0.0102792634325758,0.00429704608046356,0.00428581007072341,0.00653955967836953,0.013629806211909,0.0163432651522948,0.00433575324470993,0.0199492846331166,0.00584727022558892,0.0097616268959405,0.00581465944302631,0.00745100037528622,0.00598795764772787,0.0506980510636064,0.0132682258017526,0.0100159836939293,0.00903601936123336,0.00855802711323036,0.00953269137781562,0.012410839523947,0.0133499639636777,0.0139762341784167,0.0142230153986731,0.0151249981462048
"K (population size OD600nm)",0.000817810207965866,0.00207374050038542,1.91713938496272,0.002952931394144,0.00246867454912732,0.00116573259770553,0.00232910759632575,0.0107688707486116,0.00347052801855004,0.000927935533734467,0.00314817839046542,0.00293586072799557,0.00442494037715969,0.0037156761828491,0.00432525465069125,0.00706889086172924,0.00632821704448922,0.00583619817047977,0.00555273843347888,0.00532498222107946,0.0122209359052034,0.0114900337166713,0.0107995021920805,0.0128499194587337,0.0110603746083041,0.0282628690495272,0.0216786046113492,0.0329130685959019,0.0225560707103839,0.0355451275583797,0.0475411257963448,0.0383903620481428,0.0410328295475876,0.0394012395894484,0.0400151748775513,0.0583354146691614,0.0632944725771447,0.0624805220805295,0.0631402906999663,0.0593332227258668
"K algorithmic standard error estimate",0.00020058712117648,0.000300028538319501,0.686200052068647,0.00226457501663022,0.000865171894455001,0.000178517009530087,0.000191802766296019,0.0186806520066501,0.000485381325445776,0.000224839280608441,0.000146155224894672,0.000141506441592424,0.000332597652958159,0.000227131500181367,0.000446542935107775,0.000247020649367078,0.000168774922323253,0.000144066316981337,0.00014487656491664,0.000189986253968334,0.000200539639653641,0.000211914930561897,0.000172780006566654,0.000279087772358496,0.000217221647351092,0.000365247683616731,0.000249023185203749,0.000338854747363006,0.000245858963345927,0.0013535078937915,0.000610283674890654,0.000420760434672715,0.000442558695400797,0.000382938423347284,0.000417266630503957,0.000468217072613581,0.000561618265944826,0.000588165176174526,0.000606800088799658,0.000567292450478515
"Yield (OD600nm per ug/mL malto3)",0.000327124083186346,0.000829496200154167,0.766855753985089,0.0011811725576576,0.00098746981965093,0.000233146519541107,0.00046582151926515,0.00215377414972232,0.000694105603710008,0.000185587106746893,0.000314817839046542,0.000293586072799557,0.000442494037715969,0.00037156761828491,0.000432525465069125,0.000353444543086462,0.000316410852224461,0.000291809908523988,0.000277636921673944,0.000266249111053973,0.000305523397630084,0.000287250842916784,0.000269987554802011,0.000321247986468343,0.000276509365207603,0.00035328586311909,0.000270982557641865,0.000411413357448774,0.000281950883879799,0.000444314094479746,0.000297132036227155,0.000239939762800893,0.000256455184672422,0.000246257747434053,0.000250094842984695,0.000233341658676645,0.000253177890308579,0.000249922088322118,0.000252561162799865,0.000237332890903467
"Yield algorithmic standard error estimate",8.02348484705919e-05,0.0001200114153278,0.274480020827459,0.000905830006652089,0.000346068757782,3.57034019060174e-05,3.83605532592038e-05,0.00373613040133001,9.70762650891552e-05,4.49678561216882e-05,1.46155224894672e-05,1.41506441592424e-05,3.32597652958159e-05,2.27131500181367e-05,4.46542935107775e-05,1.23510324683539e-05,8.43874611616265e-06,7.20331584906687e-06,7.24382824583202e-06,9.49931269841671e-06,5.01349099134102e-06,5.29787326404743e-06,4.31950016416635e-06,6.97719430896241e-06,5.4305411837773e-06,4.56559604520914e-06,3.11278981504686e-06,4.23568434203757e-06,3.07323704182409e-06,1.69188486723938e-05,3.81427296806659e-06,2.62975271670447e-06,2.76599184625498e-06,2.39336514592052e-06,2.60791644064973e-06,1.87286829045433e-06,2.2464730637793e-06,2.3526607046981e-06,2.42720035519863e-06,2.26916980191406e-06
"Lag estimate 1 (h)",2.58982722291071,2.64732031002044,100.178573041582,-5.37859315420968,-0.0978767594646675,6.3563443872865,3.33714778857023,-17.0702794301449,0.0964406917733038,8.1195711922817,5.20944633284152,4.88986321118678,1.97003188587844,3.57821673485976,1.82466423234149,4.84025678900988,5.02293633513967,5.86785230205683,6.03375770565635,5.97213621860347,6.46059982599964,6.36634428725843,6.6411383843788,6.06488452577327,6.67962700056351,8.94245597442081,8.57501445936855,9.42226103303741,8.78799521108469,8.26164897799164,9.98183421688024,10.0706082151828,9.61825985590939,9.84308767494992,9.93219724472283,9.93576177431128,9.63324798391836,9.60879987202754,9.8083997331547,9.9658343788961
"Lag estimate 2 (h)",NaN,2.36619718309859,3.04225352112676,3.04225352112676,0.338028169014085,14.1971830985915,5.40845070422535,4.05633802816901,0.338028169014085,0.338028169014085,5.40845070422535,5.74647887323944,0.338028169014085,0.338028169014085,4.05633802816901,5.40845070422535,4.3943661971831,6.08450704225352,5.74647887323944,5.74647887323944,6.08450704225352,5.74647887323944,6.42253521126761,5.07042253521127,6.42253521126761,8.45070422535211,7.77464788732394,8.45070422535211,8.45070422535211,10.4788732394366,8.11267605633803,9.12676056338028,6.76056338028169,8.7887323943662,9.12676056338028,9.80281690140845,9.12676056338028,9.12676056338028,9.12676056338028,9.12676056338028
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.202875945002534,0.666542910625661,0.947703842255238,0.624356757405222,0.58834220738537,0.385623797065476,0.827423816445659,0.848803387543373,0.889932968448116,0.269986356748302,0.874159886637835,0.866569838727377,0.928453154624133,0.898277810006985,0.883054492502008,0.953589432558564,0.972554891302481,0.960527079524565,0.956008015019332,0.920935015994177,0.987892459022406,0.984229907808546,0.982824872937153,0.979073311756319,0.974370439328433,0.988610301896405,0.990978403798153,0.992749165214478,0.991869539150735,0.94923719433043,0.988801545330868,0.991797563254764,0.992069349753003,0.993541193343349,0.992571227307287,0.99557700381662,0.994601566538332,0.993927683708727,0.993677360313968,0.993735375366422
