Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
"R (growth rate per h)",0.0139153921729875,0.0528843133231211,0.0562265456304423,0.0540471967800348,0.165767799912396,0.0420121501945245,0.050812786329594,0.0448732928375195,0.0675159161870616,0.0917641758274591,0.065150851283539,0.072334700195064,0.0912114484054065,0.0833653836280669,0.124293859553815,0.133258107956187,0.138539956182357,0.149968820100541,0.132583275418078,0.254093933321718,0.281241395203187,0.276139558364773,0.24915081169712,0.21538642979635,0.493016756699698,0.481663576170073,0.467756298081199,0.467816326572503,0.473922017712695,0.899140820910445,0.930729193953774,0.912749473736426,0.93277195588218,0.881503468920116,1.46789017696797,1.44900173571564,1.46088878884463,1.41495343757645,1.48425341312028
"R algorithmic standard error estimate",0.00581112000522398,0.00397713824851516,0.00289263344634155,0.00335909575618935,0.0123749423603398,0.00386005907625028,0.00846620390014082,0.00826009350302408,0.00440429946523343,0.00347463228246292,0.0110306448090403,0.00960748382836729,0.00241073981251514,0.0034551611484203,0.0106199336445659,0.00324997741200093,0.00218789831751029,0.00272997996418513,0.00350060958641081,0.0049511679256227,0.00812902850870842,0.00589345725743768,0.00522541395636648,0.0173228006287618,0.00849287219628846,0.00813742329201084,0.00756895508965254,0.00809575767827047,0.00853817469799322,0.0143731274150408,0.0135199299462093,0.014494289604291,0.0146061625499715,0.0138423122949009,0.0226692925745845,0.0214808561816867,0.0217278267220105,0.0218199043448092,0.0221470898895824
"K (population size OD600nm)",0.00322103672275282,0.00102278818235077,0.00108443141321096,0.000953841819140578,0.00388451097094941,0.00147817538374498,0.00430513410362754,0.00422217306642915,0.00315452397407492,0.0048073032698709,0.00456847991694447,0.0048784451769758,0.00567710597998986,0.00504658303258495,0.00868581459365483,0.00832159656967857,0.00884854589763453,0.00802221368677859,0.00758889548045459,0.0141782350811423,0.0153668003770858,0.0151329163692741,0.0152355787698224,0.0156231304886137,0.0236241907075158,0.0240023550094757,0.0245809362992078,0.0250614970912113,0.0247127467810468,0.0484884569368711,0.0475981124396825,0.0482285583520918,0.0478569467695172,0.0454728926899568,0.078899611638144,0.0779088708827952,0.0796250628887184,0.0791235650640531,0.0791036697986239
"K algorithmic standard error estimate",0.00056063914816476,5.20048278070579e-05,3.76987890769099e-05,3.97022406062973e-05,0.000188482106134337,8.41640100902767e-05,0.000166501900022354,0.000201131210380083,0.000120782641150174,0.000106772885096942,0.000149818472714814,0.000124464549654365,8.6668702801953e-05,0.000119333379628761,0.000138789235715855,0.000119758613010234,8.15075236987533e-05,8.91465189271172e-05,0.000120913224644333,0.000173605454649672,0.000280272460993652,0.000203039034692868,0.000197878784675198,0.000230851687393191,0.000273619112564179,0.000271346026072423,0.00026185282434687,0.000283298987079014,0.000289069461324681,0.000531147492814256,0.000481933952539061,0.000523483100041726,0.000515498014847752,0.000487076587941818,0.000848798663694317,0.000806747552268275,0.000820101221355138,0.000842116482213528,0.000814939012634217
"Yield (OD600nm per ug/mL malto3)",0.00128841468910113,0.000409115272940307,0.000433772565284384,0.000381536727656231,0.000776902194189881,0.000295635076748996,0.000861026820725508,0.00084443461328583,0.000630904794814985,0.00048073032698709,0.000456847991694447,0.00048784451769758,0.000567710597998986,0.000504658303258495,0.000434290729682742,0.000416079828483928,0.000442427294881726,0.000401110684338929,0.00037944477402273,0.000354455877028558,0.000384170009427145,0.000378322909231853,0.000380889469245559,0.000390578262215343,0.000295302383843948,0.000300029437618446,0.000307261703740098,0.000313268713640142,0.000308909334763085,0.000303052855855444,0.000297488202748015,0.000301428489700574,0.000299105917309483,0.00028420557931223,0.000315598446552576,0.000311635483531181,0.000318500251554874,0.000316494260256212,0.000316414679194496
"Yield algorithmic standard error estimate",0.000224255659265904,2.08019311228232e-05,1.50795156307639e-05,1.58808962425189e-05,3.76964212268674e-05,1.68328020180553e-05,3.33003800044708e-05,4.02262420760166e-05,2.41565282300348e-05,1.06772885096942e-05,1.49818472714814e-05,1.24464549654365e-05,8.6668702801953e-06,1.19333379628761e-05,6.93946178579274e-06,5.98793065051168e-06,4.07537618493767e-06,4.45732594635586e-06,6.04566123221665e-06,4.3401363662418e-06,7.0068115248413e-06,5.07597586732169e-06,4.94696961687995e-06,5.77129218482977e-06,3.42023890705223e-06,3.39182532590529e-06,3.27316030433588e-06,3.54123733848767e-06,3.61336826655851e-06,3.3196718300891e-06,3.01208720336913e-06,3.27176937526079e-06,3.22186259279845e-06,3.04422867463636e-06,3.39519465477727e-06,3.2269902090731e-06,3.28040488542055e-06,3.36846592885411e-06,3.25975605053687e-06
"Lag estimate 1 (h)",-0.523365487819883,5.31811581909032,5.28617931895508,4.72842507370299,4.99637903446242,5.32442610020347,3.87299660208921,3.11773349071096,5.03687250667608,5.46029919800373,5.41022088906651,5.23688458360183,5.7377858525682,5.29867568943904,6.15192590798832,6.34898322092174,6.11448093384544,6.66471524371595,6.62196051827902,7.75413139814757,7.79029420863967,7.68322027258843,7.71388169384859,7.22203972493026,9.34519439652224,9.36594636407127,9.0404023840678,8.86020051503408,8.51849041027651,10.6489107203196,11.0510519978464,10.452048354123,10.5517866152371,10.2550728332509,11.269227983289,11.377712493823,11.1056505403467,11.0987001906428,10.8808725042813
"Lag estimate 2 (h)",6.42253521126761,6.76056338028169,5.74647887323944,6.08450704225352,2.02816901408451,6.76056338028169,4.3943661971831,0.338028169014085,5.74647887323944,5.74647887323944,7.77464788732394,5.74647887323944,6.42253521126761,5.74647887323944,6.42253521126761,6.42253521126761,6.08450704225352,6.76056338028169,6.76056338028169,7.43661971830986,6.76056338028169,6.42253521126761,6.76056338028169,7.09859154929577,9.12676056338028,8.45070422535211,8.45070422535211,8.11267605633803,7.77464788732394,10.1408450704225,10.4788732394366,10.1408450704225,10.1408450704225,9.80281690140845,10.4788732394366,10.8169014084507,10.4788732394366,10.1408450704225,10.4788732394366
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.877553673448187,0.851555409267998,0.924654296478132,0.895919922946788,0.863769648893765,0.82179368168729,0.954407901623343,0.946374203050153,0.911214694869046,0.968019762080743,0.954919888470593,0.972131417411376,0.984533989569993,0.963945303449599,0.988267427843648,0.986121145673257,0.994281106653989,0.991666878658214,0.983013049355197,0.989808707879073,0.977665121638131,0.987795691162105,0.988539600159005,0.989549892398363,0.990831330809777,0.991260057456842,0.992234078473774,0.991265961976091,0.990663977230243,0.99180641796483,0.99299804865016,0.991946879902304,0.992068190165101,0.992150644767661,0.992118589563425,0.992698699543452,0.992766435616276,0.992283527590483,0.992751673213395
