Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39
"R (growth rate per h)",0.0307316229860875,0.024017251288682,0.0378777021889521,0.0328214484980244,0.0321822573023262,0.0280701653975378,0.0343583959537068,1.97789484864352,0.0525534627712733,0.0761165854169846,0.0866842136504929,0.116890893052316,0.0676701801296866,0.152767383937439,0.156512425453021,0.12931725080384,0.144389209537157,0.149861570071556,0.310939042735019,0.261362549103045,0.264089338896081,0.28494135465062,0.267332680268137,0.469254087215232,0.474530479877088,0.445304381281887,0.435985753057412,0.474066511743422,0.992631886598679,1.04181728344636,1.12460895897392,1.04582259959039,0.964689392488831,1.54215613125295,1.60605963954515,1.52479331877469,1.52390637519254,1.52704037985899
"R algorithmic standard error estimate",0.0211404500505949,0.0147403943654163,0.0313971132101365,0.0178081219261549,0.00851517009204405,0.00961206536728234,0.00939920997110085,31.7907281266294,0.0538527407658509,0.0150823368264394,0.0148341151859738,0.0225816983216594,0.0194656301611026,0.0154493857543194,0.00501423422846618,0.0169384846054811,0.00568853366732556,0.0445738549421614,0.00808850771001091,0.00639733907353596,0.00628241524632363,0.00634340844158318,0.0131206561224684,0.00950376626742583,0.00857846433101772,0.00886282332008616,0.00902308624711796,0.0114753115122339,0.0147357482635118,0.0148736038575555,0.0162104013752891,0.0148783379186717,0.0137493580780144,0.0229843439607613,0.0212051350776076,0.019350622484832,0.019443763786501,0.0208913990609847
"K (population size OD600nm)",0.00213657900223933,0.00514273729911513,0.0026879364384621,0.00257950025887834,0.00337799685925585,0.00341644602518655,0.00324924193607714,41.0177697442296,0.00526831499329902,0.00428876807411667,0.00422260970404647,0.0064263522746536,0.00465843251832741,0.00840713574919777,0.00694413888315532,0.00689476533924346,0.00663363244755138,0.00691741462406574,0.0118696560326092,0.0127015194333648,0.0126219004556219,0.0126058475166062,0.0111100752692024,0.0236805100735081,0.0231428479554409,0.0234043987334299,0.0229538100341245,0.023111208029553,0.0598372846789856,0.0588104740371868,0.0621389139741131,0.0597504443646611,0.0578961076112742,0.084046710438794,0.0857391552454193,0.0866364321427153,0.0861414369970764,0.0862701243469785
"K algorithmic standard error estimate",0.000388704696619203,0.00190842431760801,0.000586220913326882,0.000382307933645789,0.000320222861476701,0.000456477104616463,0.000288271537912238,332.654629775237,0.00162472340216826,0.000173187453364693,0.00013317283459965,0.000233500127109853,0.000316295565605154,0.000154641219569812,0.000131040106930548,0.000166383282891506,0.000150417069346166,0.000361565244390493,0.000194201479558481,0.000185314224881951,0.000179848047149651,0.000171222811375457,0.000334295328602621,0.000297281504956948,0.000262439767813977,0.000286327958928691,0.000291410098313671,0.000348359031082417,0.000589972522367089,0.000564679970676607,0.000605969577250533,0.000572036615254937,0.00054876226430844,0.000862543348990256,0.000781642297965696,0.000747894918063867,0.000750932746845482,0.000804558275724695
"Yield (OD600nm per ug/mL malto3)",0.000854631600895733,0.00205709491964605,0.00107517457538484,0.00103180010355134,0.000675599371851169,0.00068328920503731,0.000649848387215429,8.20355394884592,0.0010536629986598,0.000428876807411667,0.000422260970404647,0.00064263522746536,0.000465843251832741,0.000420356787459889,0.000347206944157766,0.000344738266962173,0.000331681622377569,0.000345870731203287,0.000296741400815229,0.000317537985834121,0.000315547511390548,0.000315146187915155,0.000277751881730061,0.000296006375918852,0.000289285599443011,0.000292554984167874,0.000286922625426556,0.000288890100369413,0.00037398302924366,0.000367565462732417,0.000388368212338207,0.000373440277279132,0.000361850672570464,0.000336186841755176,0.000342956620981677,0.000346545728570861,0.000344565747988306,0.000345080497387914
"Yield algorithmic standard error estimate",0.000155481878647681,0.000763369727043203,0.000234488365330753,0.000152923173458316,6.40445722953401e-05,9.12954209232925e-05,5.76543075824476e-05,66.5309259550473,0.000324944680433653,1.73187453364693e-05,1.3317283459965e-05,2.33500127109853e-05,3.16295565605154e-05,7.73206097849058e-06,6.5520053465274e-06,8.31916414457532e-06,7.5208534673083e-06,1.80782622195247e-05,4.85503698896203e-06,4.63285562204878e-06,4.49620117874128e-06,4.28057028438642e-06,8.35738321506552e-06,3.71601881196185e-06,3.28049709767471e-06,3.57909948660864e-06,3.64262622892088e-06,4.35448788853021e-06,3.68732826479431e-06,3.52924981672879e-06,3.78730985781583e-06,3.57522884534336e-06,3.42976415192775e-06,3.45017339596102e-06,3.12656919186278e-06,2.99157967225547e-06,3.00373098738193e-06,3.21823310289878e-06
"Lag estimate 1 (h)",2.03352086580947,-4.63758566963732,2.10481422697575,2.10737612014105,0.80202050591651,0.323258378038428,1.31940330115793,1583.31635466846,1.97253950893167,3.4026771689005,3.79502354620093,4.18750072303575,2.8342569546666,4.65939325974862,4.93108169680495,4.28211463303263,4.50288547730247,4.07878713198959,6.06966485392857,5.58770502673056,5.65051430046054,5.83661028257797,5.70981937285621,6.86348345930877,7.07434055850033,6.79288984609321,6.73913752611191,6.84727188150311,10.0265108714007,10.1673936836745,10.2832026728789,10.248266106814,10.0522271796847,10.886107594553,10.8914854309052,10.6227960746418,10.764348218511,10.6754381770493
"Lag estimate 2 (h)",3.04225352112676,2.70422535211268,0.338028169014085,3.04225352112676,2.70422535211268,2.70422535211268,3.04225352112676,2.70422535211268,NaN,3.71830985915493,4.3943661971831,3.38028169014085,0.338028169014085,4.05633802816901,4.3943661971831,3.38028169014085,3.71830985915493,3.04225352112676,6.42253521126761,4.73239436619718,5.07042253521127,5.40845070422535,5.40845070422535,6.08450704225352,6.42253521126761,6.08450704225352,6.08450704225352,5.74647887323944,9.46478873239437,9.46478873239437,9.46478873239437,9.46478873239437,9.12676056338028,10.1408450704225,9.80281690140845,10.1408450704225,10.1408450704225,9.80281690140845
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.576367778044528,0.892252172553945,0.482648212857406,0.686056610003513,0.921088899538124,0.886870979065701,0.907074234447824,0.694049630103266,0.388672861674239,0.941590264350755,0.958327448076906,0.945796712830186,0.881199839600434,0.984773471033947,0.976920732944897,0.974724005158603,0.967297717574617,0.887653281902247,0.982244749585008,0.985921712973679,0.986551545401447,0.987733737369857,0.942649341575693,0.989374311740184,0.991298812521187,0.989906726232732,0.989144744957341,0.98475932336373,0.993345786663235,0.993685784008623,0.99348892427816,0.993724476555183,0.993847503503513,0.992809456117268,0.994315558426331,0.99489877637341,0.994801529567348,0.994052245009887
