Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39
"R (growth rate per h)",0.015395440945303,1.18421124594196,0.22726454616747,0.106158961160942,0.0744813740873015,0.0408261713208261,0.0539120439002552,0.0352480149509892,0.0224956112858247,0.0519024505982372,0.148430480376827,0.0381214560314076,0.16760937200375,0.213152233782211,0.179241685976153,0.12410206917987,2.13813383822717,0.19074216709303,0.456916324189095,0.273765430930119,0.299487312538951,0.560760440477234,0.355056225816499,0.504892118031767,0.473278133609431,0.526736760473729,0.515039941483544,0.536030556515711,1.2154186241241,1.34082702796588,1.25821715810657,1.35148161400301,1.21512241394817,1.28984424883524,1.35385200964806,1.35043738044662,1.31905712838477,1.35062472469188
"R algorithmic standard error estimate",2.64197527928219,41.1005664078665,7.2455879593575,0.0267130294145402,0.0185004249712545,0.0152140169844992,0.0367496668087993,0.0455667819338166,0.018988882827672,1.88384520689599,0.0127472849059569,0.0261186399847699,0.0520155960255263,0.0139793624368867,0.0120808386171242,0.0154673527138682,0.118286100748822,0.0129785099671424,0.0143354375551658,0.00806944886982247,0.0148264960504877,0.0203089531044965,0.00814021039599176,0.0137787575457449,0.0132738074033424,0.0115639736809209,0.0125355762306076,0.0109940637459051,0.0231915736014184,0.0234537969682258,0.023633909830041,0.0246565912436714,0.0207459432428919,0.0235214105470109,0.0226596390533568,0.0249709473911003,0.0262418142506604,0.0248844445282014
"K (population size OD600nm)",0.0235081599027525,28.9699564163967,0.0775111358199099,0.00123105452675882,0.0129456221979775,0.000942554805481145,0.0116659960651953,0.00281575021667546,0.00152717095924033,1.37338073327225,0.00229166470223121,0.0112448781821086,0.0098812468850822,0.00530994247651078,0.00505388454855374,0.00715616684989111,0.0348051079127542,0.0049669296222045,0.0149582520911971,0.0111897417167254,0.00983182430247832,0.0138355186137153,0.0126926131694114,0.0208960363965296,0.0211512051557593,0.022166855432799,0.0214302897927002,0.0231359448827274,0.0563563005388618,0.060474184625066,0.0577081460405812,0.0599998119976581,0.058022839001788,0.0608840758093246,0.0607671591719687,0.0599972950247412,0.0604784700608532,0.0597327693269129
"K algorithmic standard error estimate",3.65472730985757,505.394800272979,2.41540340291614,0.000219614174425346,0.00108256894308105,0.000257689613208473,0.00368511823764589,0.00117685860701841,0.000278702837946646,25.0971828380327,0.000136676886933051,0.00469000009813186,0.000620610564553018,0.000222437805595911,0.00021100525194569,0.000177311159119251,0.00133024850896359,0.000209830507914311,0.000291104915908259,0.000198969809544605,0.000305718128012999,0.000327445780376359,0.000178339140081465,0.000353629019158078,0.000362340791603449,0.000301137599560939,0.000322124788875449,0.000291904900635805,0.000701089527240856,0.000697799066289889,0.000707349378251748,0.000715035140282231,0.00064195079052914,0.000714738003211232,0.000662978181957374,0.000724363900880671,0.000780923774764351,0.000720518529114558
"Yield (OD600nm per ug/mL malto3)",0.00940326396110099,11.5879825665587,0.031004454327964,0.000492421810703528,0.00517824887919099,0.000188510961096229,0.00233319921303906,0.000563150043335092,0.000305434191848067,0.274676146654451,0.000229166470223121,0.00112448781821086,0.00098812468850822,0.000265497123825539,0.000252694227427687,0.000357808342494556,0.00174025539563771,0.000248346481110225,0.000373956302279928,0.000279743542918134,0.000245795607561958,0.000345887965342882,0.000317315329235286,0.00026120045495662,0.000264390064446992,0.000277085692909988,0.000267878622408753,0.000289199311034093,0.000352226878367886,0.000377963653906663,0.000360675912753633,0.000374998824985363,0.000362642743761175,0.000243536303237298,0.000243068636687875,0.000239989180098965,0.000241913880243413,0.000238931077307651
"Yield algorithmic standard error estimate",1.46189092394303,202.157920109192,0.966161361166457,8.78456697701384e-05,0.000433027577232419,5.15379226416946e-05,0.000737023647529178,0.000235371721403683,5.57405675893293e-05,5.01943656760654,1.36676886933051e-05,0.000469000009813186,6.20610564553018e-05,1.11218902797955e-05,1.05502625972845e-05,8.86555795596254e-06,6.65124254481793e-05,1.04915253957155e-05,7.27762289770648e-06,4.97424523861512e-06,7.64295320032498e-06,8.18614450940898e-06,4.45847850203663e-06,4.42036273947597e-06,4.52925989504311e-06,3.76421999451174e-06,4.02655986094311e-06,3.64881125794757e-06,4.38180954525535e-06,4.36124416431181e-06,4.42093361407342e-06,4.46896962676394e-06,4.01219244080713e-06,2.85895201284493e-06,2.65191272782949e-06,2.89745560352268e-06,3.1236950990574e-06,2.88207411645823e-06
"Lag estimate 1 (h)",-104.84365204506,1841.96038165972,-27.0724321287891,3.49397387105132,2.15802192527215,6.54493748239167,-1.7069169173318,1.09127195694088,3.61890864998468,624.012798014919,4.32623873848865,-7.02543588610316,3.6803907090552,4.78554148003226,4.50195090086988,3.76993059590931,5.27178306435274,4.28228720258308,5.07682309533625,5.21936925225966,5.40955963543112,5.33832660908642,5.10724080670924,6.01039434666317,5.90982218496378,6.01999835911443,5.91716244156962,5.96168446187027,8.08977012284733,8.35976025733676,8.06752020696175,7.94495888646876,8.02684154855806,7.75066807522418,7.92702345768202,7.93369549198357,7.88466337215403,8.00341049697704
"Lag estimate 2 (h)",4.73239436619718,3.04225352112676,0.338028169014085,NaN,5.74647887323944,0.338028169014085,2.36619718309859,0.338028169014085,5.07042253521127,3.38028169014085,3.71830985915493,4.3943661971831,4.3943661971831,4.73239436619718,4.3943661971831,4.3943661971831,5.07042253521127,4.3943661971831,5.07042253521127,5.07042253521127,6.76056338028169,5.40845070422535,5.40845070422535,5.74647887323944,5.74647887323944,6.08450704225352,5.74647887323944,6.08450704225352,7.77464788732394,8.11267605633803,7.77464788732394,7.43661971830986,7.77464788732394,7.09859154929577,7.09859154929577,7.43661971830986,7.43661971830986,7.77464788732394
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.28956463488143,0.402931136004149,0.683428337226615,0.318683921029558,0.923935999554264,0.210903469304627,0.760465553597945,0.308966123266862,0.459442046995979,0.447542736161184,0.811752094900327,0.905052150560855,0.866953526662918,0.895193503129257,0.896477677670046,0.976048942571437,0.910331152191688,0.894477767840023,0.975357711832467,0.979343564909657,0.939134281603362,0.963713225361469,0.987009484934135,0.981044072079358,0.980609603456639,0.987700862776363,0.985003232124774,0.989381022554744,0.989479843960246,0.990926069447576,0.989785644987795,0.990347016941172,0.991661895595396,0.990637609441437,0.991897339033056,0.990095749530678,0.988688322263259,0.990110014772337
