Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41
"R (growth rate per h)",0.0861974596385695,0.0469975986364084,0.177745033267004,0.070979096640343,0.0463026785889484,0.0684970767322708,0.0700065813394236,0.0465562807153365,0.0683900308928872,0.0575818865512168,0.0956506673865685,0.113618304398798,0.0855431379579242,0.110060637970596,0.108444837597067,0.178174869491739,0.140190767194463,0.1381518311279,0.149029670836774,0.156908979692541,0.336068076200984,0.314323945293446,0.319520900314236,0.222978281564394,0.289797989825959,0.512562953621995,0.533195712979702,0.535210453091808,0.53502379170885,0.481665657821077,1.00688100313263,0.976055999217699,1.00969177439895,1.03059420277425,1.0252360066949,1.61449338243366,1.56354459765144,1.61288711584222,1.58977350288801,1.62545545528573
"R algorithmic standard error estimate",3.00443468919561,0.0069490363900262,0.0206211148522587,0.00831563786517425,0.0135934141357358,0.00978715827741627,0.020307657846666,0.0619962228458766,0.0096307808304394,0.0175350318602173,0.0159269222940882,0.0151898829189054,0.010216021387271,0.0136520429344865,0.0104907792827349,0.00585825962943012,0.0043970480951541,0.0164698117856905,0.011030008332691,0.0189747046662589,0.0101448759816866,0.00790205139672136,0.00762417984954926,0.0230346770440653,0.00567212897366304,0.0104746836577574,0.0118622303360338,0.0108564769012803,0.011730065371057,0.0107993056390077,0.0164324681885836,0.0136997123855124,0.0177133351635638,0.0184169509863256,0.0177071958559473,0.0250508233824289,0.0219036146354234,0.0246672168873564,0.0248880790587857,0.0250466457079548
"K (population size OD600nm)",2.50770484270472,0.0025483871094817,0.00282658281979743,0.00184184634843155,0.0025071784463457,0.00389868029819401,0.00434912223012402,0.020329972872816,0.00831897981550261,0.00448934672529088,0.00515740840874543,0.00675769694600327,0.00765299710578893,0.00787613459761984,0.005935075283253,0.00812754381428063,0.00791154266278074,0.00899629818848259,0.00908868543788595,0.00866576108973467,0.0156481881040525,0.0167497166980606,0.016142112094454,0.0191313506879795,0.0165039829202365,0.0261145457168794,0.0282563729831709,0.0265642834342203,0.0268900413152552,0.0252312026591288,0.0519142435664343,0.0527783810989865,0.0534389981812771,0.0521602743828742,0.0532840594733434,0.0834495468690414,0.0812978724239692,0.0833619880339063,0.0826096976729401,0.0846495092756607
"K algorithmic standard error estimate",43.9502939824255,0.000292927906688008,0.000220881574445418,0.000141251077904425,0.000420360957632066,0.00010494826747073,0.000254001058886931,0.0158629334218146,0.000396275871763544,0.000327167237771072,0.00015820100483528,0.000178503741399195,0.000225013519773548,0.000207797754584131,0.000105053247789315,0.000159168176279688,0.000142814045513672,0.000202458116461631,0.000127311310294861,0.000188196339628438,0.000287960720661437,0.000250254937368618,0.000237688312753454,0.000423412658714211,0.000191719381706237,0.000338371551048781,0.000396612270335551,0.000340195756851548,0.000368053739900894,0.000353796746176563,0.000556020225917168,0.000482282531132157,0.000601975641576386,0.00060012882204578,0.000592740064791648,0.000856990218778737,0.000757936205606973,0.000848063377905887,0.000855708050942463,0.00086777130716598
"Yield (OD600nm per ug/mL malto3)",1.00308193708189,0.00101935484379268,0.00113063312791897,0.000736738539372621,0.00100287137853828,0.000779736059638803,0.000869824446024804,0.00406599457456319,0.00166379596310052,0.000897869345058177,0.000515740840874543,0.000675769694600327,0.000765299710578893,0.000787613459761984,0.0005935075283253,0.000406377190714031,0.000395577133139037,0.00044981490942413,0.000454434271894297,0.000433288054486734,0.000391204702601312,0.000418742917451515,0.00040355280236135,0.000478283767199488,0.000412599573005913,0.000326431821460993,0.000353204662289637,0.000332053542927753,0.00033612551644069,0.00031539003323911,0.000324464022290214,0.000329864881868665,0.000333993738632982,0.000326001714892964,0.000333025371708396,0.000333798187476165,0.000325191489695877,0.000333447952135625,0.00033043879069176,0.000338598037102643
"Yield algorithmic standard error estimate",17.5801175929702,0.000117171162675203,8.8352629778167e-05,5.650043116177e-05,0.000168144383052826,2.09896534941459e-05,5.08002117773861e-05,0.00317258668436292,7.92551743527089e-05,6.54334475542144e-05,1.5820100483528e-05,1.78503741399195e-05,2.25013519773548e-05,2.07797754584131e-05,1.05053247789315e-05,7.95840881398441e-06,7.14070227568361e-06,1.01229058230816e-05,6.36556551474307e-06,9.40981698142192e-06,7.19901801653592e-06,6.25637343421546e-06,5.94220781883636e-06,1.05853164678553e-05,4.79298454265593e-06,4.22964438810976e-06,4.95765337919438e-06,4.25244696064436e-06,4.60067174876118e-06,4.42245932720704e-06,3.4751264119823e-06,3.01426581957598e-06,3.76234775985241e-06,3.75080513778613e-06,3.7046254049478e-06,3.42796087511495e-06,3.03174482242789e-06,3.39225351162355e-06,3.42283220376985e-06,3.47108522866392e-06
"Lag estimate 1 (h)",939.678904329207,15.7548597347156,4.48032654338576,5.58339358749733,4.89337142372357,4.36786347841792,4.00145804581944,-11.0357134421757,1.39916870124922,3.16608941597611,4.3493093182353,4.00052642381036,3.44026682975906,4.07548746116509,4.53541234853173,5.31717933162584,5.25482561653507,5.27288095943014,4.7407916618756,4.88112676123915,6.02634995249478,5.88282261580675,6.73415491021696,5.17403783135033,6.12226912454078,7.61607927456742,7.64099893954076,7.35683642859981,7.06390373835368,7.30917229283092,8.83618941196792,8.78929162643877,8.2135885965152,8.08876377541662,8.22931292304272,9.14974840620249,9.37686193956491,9.33022681275969,9.16542849422716,9.37283111964116
"Lag estimate 2 (h)",0.338028169014085,3.04225352112676,6.76056338028169,0.338028169014085,7.43661971830986,4.3943661971831,6.08450704225352,0.338028169014085,0.338028169014085,4.05633802816901,5.40845070422535,4.3943661971831,3.38028169014085,4.73239436619718,4.73239436619718,5.07042253521127,4.05633802816901,4.3943661971831,4.73239436619718,5.07042253521127,6.76056338028169,5.07042253521127,6.42253521126761,5.40845070422535,5.74647887323944,7.09859154929577,6.76056338028169,6.42253521126761,6.42253521126761,6.76056338028169,8.11267605633803,8.45070422535211,7.43661971830986,7.43661971830986,7.43661971830986,8.45070422535211,8.7887323943662,8.45070422535211,8.7887323943662,8.7887323943662
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.501701167438308,0.54643611636798,0.709420502753736,0.716242395436095,0.349257652372779,0.969356797428693,0.880650407841897,0.829733375234934,0.974095411108562,0.86611356107162,0.9596898261116,0.972395784679104,0.976315849626757,0.974895380245203,0.986023891660106,0.9750246715388,0.978703143794642,0.977759659727072,0.991440851527243,0.978499715403147,0.977656935384596,0.985175507053617,0.985457488644305,0.981553012848539,0.99095050396375,0.988620687383014,0.986666363826563,0.988903233525357,0.987372115064855,0.986724305510693,0.992154269392917,0.994276045434518,0.991344907638933,0.990982545318194,0.991558321214915,0.992777859001094,0.994038866079119,0.99291027544709,0.992652946732091,0.992801486582498
