Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39
"R (growth rate per h)",0.0450313499477178,0.0240628939362954,0.0262670084476745,0.0271048036701195,0.115798418606635,0.0475297939440063,0.0303340806517393,0.182369218929623,0.0559999391622583,0.100476828991309,0.0834464440275554,0.055856266307852,0.0846607772772017,0.154358619521989,0.157782281598347,0.168010976360554,0.163494573061978,0.127770405018223,0.280367754887984,0.304571537409372,0.253820370942884,0.265240421592718,0.2766924827268,0.469176436221458,0.473282254586916,0.473834700493116,0.458608141566858,0.509004960469477,0.978239637977643,0.924847312090387,0.902621996252028,0.899785501583666,0.931261316670617,1.88392023621564,1.79946881308941,1.80454637894596,1.75058399561736,1.66393480206855
"R algorithmic standard error estimate",0.173345431346465,0.038637384371671,0.0116379365392353,0.0198107946999499,0.0288462390420533,0.0607877506379456,0.0146338718984309,0.059486031076937,0.0303990426414813,0.0136481055944793,0.0150168885873702,0.0155061968027673,0.0180258785893195,0.0106076487730918,0.0108854799186617,0.00783897165876107,0.0123024941763003,0.0152443321634928,0.00878061398962082,0.00815089882980122,0.0271305921721744,0.0259360351455898,0.00971079762911416,0.00979151620490017,0.00922255813780952,0.00949290566228236,0.00941413149564639,0.0114871937022381,0.0179448199205587,0.0158116587533976,0.0173205945944441,0.0167926266548808,0.0178001236469353,0.0259493608184424,0.0271321377967919,0.0264807031206035,0.0253673277307928,0.0239680941329917
"K (population size OD600nm)",0.00301986717291284,0.00242369764138328,0.0026365841786081,0.00225230789651507,0.00137946248523328,0.00682546100656741,0.00379614265298136,0.00308937655033262,0.00250907718796857,0.00225995370263567,0.0042523373047802,0.00369845532228682,0.0047731256238366,0.00546384015569506,0.0066762661520093,0.00594895939643038,0.00746215402870355,0.00745914742480784,0.0112308168034407,0.0125850671129373,0.013386267997723,0.0133325304761371,0.0130588060947379,0.0222143062650769,0.0230941100345777,0.0232142925636928,0.0235805757643458,0.0228978479301004,0.0490547789395143,0.0486466665919017,0.0481130756345414,0.0479551533337976,0.0481756465575865,0.0909771147125961,0.0939140496309398,0.0913421984191352,0.0948790784560859,0.0924985887047722
"K algorithmic standard error estimate",0.00901195107558887,0.00193206518777537,0.000403408412812917,0.000538966437716944,0.000225782402623198,0.00604410328212458,0.000576524562692227,0.00062998761199708,0.0003022088597961,0.00019961486650692,0.000161074951825339,0.000238877586888349,0.000227162509089722,0.000216283435660551,0.000261795034498954,0.00016687991753818,0.000101976697688522,0.000182514327459883,0.000211261986988308,0.000204897841977964,0.000259388855933483,0.000229613645194619,0.000265537017247594,0.000282250947866551,0.000276324277983444,0.000284065880160683,0.000291332343453607,0.000319842027458781,0.000570642895473313,0.000535031229352735,0.000582051540041531,0.000562798434169372,0.000581540357022742,0.000840097020224366,0.000937876021242866,0.000898897061389589,0.000905482757624693,0.00087748785443977
"Yield (OD600nm per ug/mL malto3)",0.00120794686916514,0.000969479056553313,0.00105463367144324,0.000900923158606027,0.000275892497046656,0.00136509220131348,0.000759228530596272,0.000617875310066523,0.000250907718796857,0.000225995370263567,0.00042523373047802,0.000369845532228682,0.00047731256238366,0.000273192007784753,0.000333813307600465,0.000297447969821519,0.000373107701435177,0.000372957371240392,0.000280770420086018,0.000314626677823432,0.000334656699943076,0.000333313261903429,0.000326470152368447,0.000277678828313461,0.000288676375432221,0.00029017865704616,0.000294757197054323,0.000286223099126255,0.000306592368371964,0.000304041666199385,0.000300706722715883,0.000299719708336235,0.000301097790984915,0.000363908458850384,0.000375656198523759,0.000365368793676541,0.000379516313824343,0.000369994354819089
"Yield algorithmic standard error estimate",0.00360478043023555,0.000772826075110147,0.000161363365125167,0.000215586575086777,4.51564805246397e-05,0.00120882065642492,0.000115304912538445,0.000125997522399416,3.022088597961e-05,1.9961486650692e-05,1.61074951825339e-05,2.38877586888349e-05,2.27162509089722e-05,1.08141717830276e-05,1.30897517249477e-05,8.34399587690898e-06,5.0988348844261e-06,9.12571637299414e-06,5.28154967470771e-06,5.12244604944909e-06,6.48472139833707e-06,5.74034112986547e-06,6.63842543118986e-06,3.52813684833189e-06,3.45405347479305e-06,3.55082350200854e-06,3.64165429317009e-06,3.99802534323476e-06,3.56651809670821e-06,3.34394518345459e-06,3.63782212525957e-06,3.51749021355858e-06,3.63462723139214e-06,3.36038808089746e-06,3.75150408497147e-06,3.59558824555836e-06,3.62193103049877e-06,3.50995141775908e-06
"Lag estimate 1 (h)",-2.47467257835603,-1.03429408869139,0.991090487640404,1.08674330968011,3.09660108978924,-4.10516845299775,2.09053014284735,3.14622337491469,2.03570948111577,4.85808810673415,2.74359241832769,2.82135858904664,2.6118623683377,3.6836442685463,3.95536593744005,4.60764583996504,3.64345790742903,3.4933176679646,5.03377650274747,5.48171301909154,4.43563001532507,4.54560646259279,4.75471594855768,6.06032926078182,6.4334602144216,6.29780402363043,6.08477404476191,6.31231349007404,7.54676512005893,8.24663415639311,7.6440044367111,7.56241119328968,7.55981908406449,9.27706652709918,9.22296187284864,9.52405358834238,9.2062644923733,9.32968963585473
"Lag estimate 2 (h)",24,NaN,2.70422535211268,1.35211267605634,NaN,0.338028169014085,5.74647887323944,NaN,NaN,5.40845070422535,0.338028169014085,4.05633802816901,0.338028169014085,3.38028169014085,4.05633802816901,5.40845070422535,1.69014084507042,2.36619718309859,5.07042253521127,5.07042253521127,3.71830985915493,4.05633802816901,4.05633802816901,5.40845070422535,5.74647887323944,5.74647887323944,5.74647887323944,5.07042253521127,7.09859154929577,7.43661971830986,6.76056338028169,6.76056338028169,6.76056338028169,8.7887323943662,8.45070422535211,9.12676056338028,8.45070422535211,8.45070422535211
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.39503642214005,0.365801961587357,0.799386673341762,0.584331017484763,0.360848830311124,0.746895263329813,0.745093643253822,0.268707000952575,0.689581866988024,0.656976773031371,0.952007827929971,0.888849712300276,0.933001098829639,0.907944872835372,0.909192938082469,0.950562390066887,0.991822330755333,0.977824997403857,0.977006067048991,0.982554862151864,0.983201643062631,0.986270725573704,0.973397245950651,0.989217330506079,0.990382445234945,0.989960588615023,0.989791130943959,0.986960598625383,0.990813190195637,0.991745318277388,0.99006039354155,0.990645139301202,0.99011121198436,0.994152827188593,0.993166952875894,0.993362206857338,0.993755568446607,0.993828836014029
