Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
"R (growth rate per h)",0.137966030601615,0.120013815573014,0.0215996045747222,0.0184497093662381,0.0513305547619997,0.0674855845576036,0.030490904449016,0.0522201766990409,0.0583845860614341,0.0923041160293884,0.0926940655969628,0.0893914599299182,0.105244705396377,0.0861111935554813,0.180418412574183,0.170365082627412,0.160052565346824,0.169952227916992,0.164882229477359,0.29513682163795,0.308190115752542,0.315080204777535,0.279029515328298,0.305600065921463,0.493638690441103,0.422061944364215,0.482617542488117,0.47541748056438,0.257259700235186,0.959751008101158,0.911337491875528,0.91433118084136,0.925387148069471,0.28243557446845,1.5372507182871,1.46709577241439,1.48659985345347,1.48867767558195,1.47033659961794
"R algorithmic standard error estimate",0.0350691091033161,0.0182182535720819,0.0139428707265198,0.12768328863412,0.0125192320371373,0.0067622620835324,0.00883740266445072,0.0055544412412324,0.00646159565919485,0.0164954394334502,0.00654315794534932,0.0269308916965015,0.0219376114676726,0.0145603958025987,0.011240378105435,0.00894749708534475,0.0104683670722384,0.00641681383459956,0.00569624935009566,0.00957246874995527,0.0113295595075326,0.0140416608220057,0.00998449760482083,0.00891840055160599,0.0125028760910242,0.0120970659761138,0.0108024347133188,0.0112986011479446,0.0432529201224131,0.0170929561775223,0.0162831459183024,0.0159177669210456,0.015957220628227,0.113180370175233,0.0255743469425486,0.0246470869084195,0.0247320338973067,0.0255016954973343,0.0248900720147468
"K (population size OD600nm)",0.00127711998875907,0.00145670986583747,0.00333768181851139,0.00818644137182095,0.00324079058018146,0.00310839534901367,0.00328005121285492,0.0031274641220774,0.00315845233290151,0.00481225202983508,0.0040687963373684,0.00419851581917377,0.00470277778156475,0.00484013810727442,0.00634137360945681,0.00720022540030011,0.00596878801754827,0.00753174837167189,0.00753484133566533,0.0133328610658957,0.0129562913875124,0.0130293199566775,0.0128461430534123,0.0138426379298544,0.0223221717626546,0.0223805579216275,0.0234288995588394,0.0237812766430666,0.0235307274524413,0.0457687326327763,0.0466419363794858,0.0467398584360412,0.0467402211280045,0.0527852836744512,0.0753900863698868,0.0740861828660138,0.0741562380053906,0.0751208713636082,0.0754108210975058
"K algorithmic standard error estimate",0.000191407427022821,0.000145477369129621,0.000947958345961686,0.0454187923830773,0.000205983623029235,6.80919586706873e-05,0.000313643985790663,7.82652569155645e-05,8.44832259175145e-05,0.000190517809335432,5.56777445233969e-05,0.000243848389584931,0.000184485912984112,0.000174461336674256,0.000231614929373961,0.000216836103380018,0.000230122265913973,0.00016144305028209,0.000147479484405214,0.000253070039213689,0.000286059785316635,0.000349486311772292,0.000272268517216172,0.000239735842338804,0.000349705492765024,0.000399236603015189,0.000326575130448573,0.000348474449874918,0.000981705893500807,0.000525604063096587,0.000532743355075364,0.000517999426834753,0.000518835832609544,0.00855230031554156,0.000817166600780979,0.000810835909031392,0.000801062745212578,0.000828943741452418,0.000823168260607664
"Yield (OD600nm per ug/mL malto3)",0.000510847995503629,0.000582683946334986,0.00133507272740456,0.00327457654872838,0.000648158116036291,0.000621679069802733,0.000656010242570984,0.00062549282441548,0.000631690466580302,0.000481225202983508,0.00040687963373684,0.000419851581917377,0.000470277778156475,0.000484013810727442,0.00031706868047284,0.000360011270015005,0.000298439400877414,0.000376587418583594,0.000376742066783267,0.000333321526647393,0.000323907284687811,0.000325732998916938,0.000321153576335308,0.000346065948246361,0.000279027147033183,0.000279756974020344,0.000292861244485492,0.000297265958038333,0.000294134093155517,0.000286054578954852,0.000291512102371786,0.000292124115225258,0.000292126382050028,0.00032990802296532,0.000301560345479547,0.000296344731464055,0.000296624952021562,0.000300483485454433,0.000301643284390023
"Yield algorithmic standard error estimate",7.65629708091282e-05,5.81909476518484e-05,0.000379183338384674,0.0181675169532309,4.11967246058469e-05,1.36183917341375e-05,6.27287971581327e-05,1.56530513831129e-05,1.68966451835029e-05,1.90517809335432e-05,5.56777445233969e-06,2.43848389584931e-05,1.84485912984112e-05,1.74461336674256e-05,1.15807464686981e-05,1.08418051690009e-05,1.15061132956986e-05,8.07215251410451e-06,7.37397422026072e-06,6.32675098034223e-06,7.15149463291587e-06,8.73715779430729e-06,6.80671293040429e-06,5.9933960584701e-06,4.3713186595628e-06,4.99045753768986e-06,4.08218913060717e-06,4.35593062343647e-06,1.22713236687601e-05,3.28502539435367e-06,3.32964596922102e-06,3.23749641771721e-06,3.24272395380965e-06,5.34518769721347e-05,3.26866640312392e-06,3.24334363612557e-06,3.20425098085031e-06,3.31577496580967e-06,3.29267304243066e-06
"Lag estimate 1 (h)",2.36901185258329,3.19084675568309,-0.644597311645239,-19.6926701018777,1.89582356757248,2.18813549899366,1.39965531915304,2.42061014059271,1.98744364178993,2.43969288160751,2.88297287714463,3.18234432443743,3.20059667842482,2.97856883797098,4.02211186736118,4.13866664154495,4.33772455388297,4.07515540963615,4.12870687993943,4.83861846807185,5.21590399899272,5.20560376110745,5.21079577614081,5.19690448822093,6.31613929702146,7.21352092061395,6.83048801930931,6.66512405188804,3.45200320748414,7.8540964263085,7.90552152317916,7.76225944680856,8.07368961486383,0.0403984355210056,8.33936782392041,8.47805677994013,8.30557226301094,8.09165320763984,8.20473303117866
"Lag estimate 2 (h)",NaN,0.338028169014085,2.70422535211268,0.338028169014085,0.338028169014085,2.70422535211268,3.71830985915493,3.04225352112676,2.70422535211268,2.36619718309859,3.38028169014085,3.38028169014085,3.38028169014085,3.04225352112676,3.38028169014085,2.36619718309859,4.05633802816901,4.3943661971831,4.3943661971831,4.3943661971831,5.07042253521127,5.07042253521127,5.07042253521127,4.73239436619718,5.74647887323944,6.42253521126761,6.42253521126761,6.08450704225352,0.338028169014085,7.09859154929577,7.43661971830986,7.09859154929577,7.43661971830986,0.338028169014085,7.77464788732394,7.77464788732394,7.77464788732394,7.43661971830986,7.43661971830986
"malto3 concentration used for this datapoint (ug/mL)",2.5,2.5,2.5,2.5,5,5,5,5,5,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,80,80,80,80,80,160,160,160,160,160,250,250,250,250,250
"Rsquareds for goodness of fit in [0,1]",0.472850655606647,0.602138814917989,0.735216144978634,0.478956954423923,0.916182309806507,0.98483668251538,0.897125698021247,0.982368961894193,0.981395052357683,0.952450568667053,0.992628391151019,0.879861347538836,0.939705296633861,0.956627237756582,0.919895180177856,0.944128269506285,0.911056429666437,0.970951633170957,0.975637059616803,0.976698688392915,0.968511074052887,0.954215732328342,0.970921872996796,0.98039945331814,0.983651525612701,0.978702652018212,0.986940199865338,0.985607068317155,0.954057058614762,0.991030890267571,0.991119386602169,0.991641847476068,0.991601804883951,0.865233770773371,0.991981344880363,0.991820154694911,0.992035467189575,0.991699295876598,0.991870704323699
