Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49
minutes,2.5,2.5,2.5,2.5,2.5,NaN,5,5,5,5,5,NaN,10,10,10,10,10,NaN,20,20,20,20,20,NaN,40,40,40,40,40,NaN,80,80,80,80,80,NaN,160,160,160,160,160,NaN,250,250,250,250,250,NaN
0:00:00,0.078,0.076,0.074,0.077,0.075,0.075,0.079,0.077,0.081,0.076,0.076,0.07,0.087,0.077,0.078,0.078,0.075,0.075,0.08,0.078,0.076,0.077,0.076,0.072,0.079,0.078,0.078,0.078,0.076,0.075,0.077,0.08,0.079,0.085,0.077,0.073,0.089,0.077,0.088,0.076,0.096,0.073,0.079,0.095,0.078,0.092,0.09,0.076
0:20:00,0.078,0.076,0.074,0.077,0.075,0.092,0.079,0.077,0.081,0.076,0.077,0.073,0.087,0.077,0.079,0.078,0.075,0.072,0.079,0.078,0.076,0.077,0.076,0.072,0.079,0.078,0.078,0.078,0.076,0.075,0.077,0.08,0.079,0.086,0.077,0.073,0.089,0.077,0.088,0.075,0.095,0.073,0.079,0.095,0.079,0.093,0.09,0.076
0:40:00,0.079,0.077,0.075,0.077,0.075,0.091,0.079,0.077,0.081,0.076,0.076,0.073,0.086,0.077,0.079,0.078,0.076,0.072,0.079,0.079,0.076,0.077,0.077,0.072,0.079,0.079,0.078,0.079,0.077,0.076,0.077,0.081,0.079,0.086,0.078,0.073,0.089,0.077,0.088,0.076,0.095,0.074,0.079,0.095,0.079,0.093,0.089,0.076
1:00:00,0.078,0.077,0.075,0.077,0.075,0.091,0.079,0.077,0.081,0.076,0.076,0.073,0.085,0.076,0.079,0.077,0.075,0.072,0.079,0.079,0.076,0.077,0.076,0.072,0.078,0.077,0.078,0.078,0.077,0.075,0.077,0.081,0.079,0.086,0.077,0.073,0.088,0.077,0.088,0.076,0.095,0.074,0.079,0.095,0.079,0.093,0.09,0.076
1:20:00,0.078,0.076,0.075,0.076,0.075,0.091,0.079,0.078,0.082,0.076,0.077,0.073,0.086,0.076,0.078,0.077,0.075,0.072,0.078,0.078,0.075,0.076,0.076,0.071,0.078,0.077,0.077,0.077,0.076,0.075,0.077,0.08,0.078,0.086,0.077,0.073,0.088,0.076,0.087,0.075,0.094,0.073,0.079,0.094,0.078,0.093,0.09,0.076
1:40:00,0.078,0.076,0.075,0.077,0.075,0.091,0.079,0.077,0.081,0.076,0.076,0.072,0.086,0.076,0.079,0.077,0.075,0.071,0.079,0.079,0.076,0.077,0.076,0.072,0.079,0.078,0.078,0.078,0.077,0.075,0.077,0.08,0.079,0.086,0.077,0.073,0.088,0.077,0.088,0.076,0.094,0.073,0.079,0.095,0.079,0.093,0.089,0.076
2:00:00,0.078,0.077,0.075,0.076,0.075,0.09,0.078,0.078,0.082,0.076,0.076,0.073,0.086,0.076,0.079,0.077,0.075,0.072,0.079,0.078,0.076,0.077,0.076,0.071,0.079,0.078,0.077,0.078,0.077,0.075,0.077,0.08,0.078,0.086,0.077,0.073,0.087,0.076,0.087,0.076,0.094,0.073,0.078,0.094,0.078,0.093,0.09,0.076
2:20:00,0.078,0.076,0.074,0.076,0.074,0.09,0.079,0.078,0.081,0.076,0.076,0.073,0.085,0.075,0.077,0.076,0.074,0.071,0.078,0.078,0.075,0.076,0.075,0.071,0.078,0.077,0.076,0.077,0.075,0.074,0.077,0.08,0.079,0.085,0.077,0.073,0.086,0.076,0.087,0.075,0.094,0.072,0.078,0.095,0.079,0.092,0.088,0.076
2:40:00,0.078,0.077,0.075,0.077,0.075,0.091,0.079,0.078,0.081,0.076,0.076,0.072,0.086,0.076,0.078,0.077,0.075,0.072,0.079,0.079,0.076,0.077,0.076,0.071,0.079,0.078,0.078,0.078,0.076,0.075,0.077,0.08,0.079,0.085,0.077,0.073,0.085,0.077,0.088,0.075,0.095,0.073,0.079,0.095,0.079,0.093,0.089,0.076
3:00:00,0.078,0.077,0.075,0.077,0.075,0.091,0.08,0.078,0.081,0.076,0.076,0.073,0.086,0.077,0.078,0.077,0.075,0.071,0.079,0.079,0.076,0.077,0.076,0.072,0.079,0.077,0.078,0.078,0.076,0.075,0.078,0.08,0.079,0.086,0.078,0.073,0.085,0.077,0.088,0.076,0.095,0.074,0.079,0.094,0.078,0.093,0.089,0.076
3:20:00,0.079,0.077,0.075,0.077,0.075,0.091,0.08,0.079,0.082,0.076,0.077,0.073,0.086,0.076,0.078,0.077,0.075,0.071,0.079,0.079,0.076,0.077,0.076,0.072,0.079,0.077,0.077,0.078,0.077,0.075,0.077,0.08,0.079,0.086,0.078,0.073,0.085,0.077,0.088,0.076,0.095,0.074,0.079,0.095,0.079,0.092,0.089,0.076
3:40:00,0.078,0.077,0.076,0.077,0.075,0.091,0.08,0.078,0.082,0.076,0.077,0.073,0.087,0.077,0.078,0.077,0.075,0.071,0.08,0.079,0.076,0.077,0.077,0.072,0.079,0.078,0.078,0.078,0.077,0.075,0.078,0.081,0.079,0.086,0.078,0.073,0.085,0.077,0.089,0.076,0.095,0.074,0.08,0.095,0.079,0.093,0.09,0.076
4:00:00,0.079,0.077,0.077,0.077,0.076,0.091,0.08,0.078,0.081,0.076,0.077,0.073,0.086,0.076,0.077,0.076,0.076,0.071,0.079,0.079,0.076,0.077,0.077,0.071,0.079,0.078,0.078,0.078,0.077,0.075,0.077,0.08,0.079,0.086,0.078,0.073,0.085,0.077,0.088,0.076,0.095,0.073,0.079,0.095,0.078,0.093,0.09,0.075
4:20:00,0.078,0.077,0.077,0.077,0.076,0.091,0.08,0.078,0.081,0.077,0.077,0.073,0.087,0.077,0.077,0.076,0.075,0.071,0.08,0.079,0.076,0.077,0.076,0.071,0.08,0.078,0.078,0.078,0.077,0.075,0.078,0.08,0.079,0.086,0.078,0.073,0.086,0.077,0.088,0.077,0.094,0.073,0.079,0.095,0.078,0.092,0.089,0.075
4:40:00,0.079,0.078,0.076,0.077,0.076,0.091,0.08,0.078,0.083,0.077,0.077,0.072,0.087,0.077,0.078,0.077,0.075,0.071,0.08,0.079,0.077,0.077,0.077,0.071,0.08,0.078,0.078,0.078,0.076,0.074,0.078,0.081,0.079,0.087,0.078,0.072,0.086,0.078,0.089,0.076,0.095,0.074,0.08,0.096,0.079,0.092,0.09,0.075
5:00:00,0.079,0.078,0.076,0.078,0.076,0.091,0.081,0.079,0.083,0.077,0.078,0.073,0.087,0.077,0.078,0.077,0.076,0.071,0.08,0.08,0.077,0.077,0.077,0.072,0.08,0.078,0.078,0.078,0.077,0.075,0.078,0.081,0.08,0.087,0.078,0.073,0.086,0.078,0.089,0.077,0.095,0.074,0.08,0.096,0.079,0.093,0.091,0.076
5:20:00,0.078,0.078,0.076,0.077,0.076,0.091,0.081,0.079,0.083,0.077,0.078,0.073,0.087,0.078,0.079,0.077,0.076,0.071,0.08,0.08,0.077,0.078,0.077,0.071,0.08,0.079,0.079,0.079,0.077,0.075,0.078,0.082,0.08,0.087,0.078,0.073,0.086,0.078,0.089,0.077,0.096,0.073,0.08,0.096,0.079,0.092,0.091,0.076
5:40:00,0.078,0.078,0.076,0.077,0.076,0.091,0.081,0.079,0.083,0.077,0.077,0.072,0.087,0.077,0.079,0.077,0.076,0.071,0.08,0.08,0.077,0.078,0.077,0.071,0.08,0.078,0.079,0.079,0.078,0.075,0.078,0.082,0.08,0.087,0.078,0.072,0.086,0.078,0.089,0.077,0.096,0.073,0.08,0.096,0.079,0.092,0.091,0.075
6:00:00,0.079,0.078,0.076,0.078,0.077,0.091,0.082,0.079,0.084,0.078,0.078,0.072,0.088,0.078,0.079,0.078,0.075,0.07,0.081,0.08,0.078,0.078,0.077,0.071,0.08,0.078,0.079,0.079,0.077,0.074,0.079,0.082,0.08,0.088,0.079,0.072,0.086,0.079,0.09,0.077,0.096,0.073,0.081,0.096,0.08,0.092,0.092,0.075
6:20:00,0.079,0.078,0.076,0.078,0.076,0.091,0.08,0.079,0.082,0.077,0.078,0.073,0.088,0.078,0.079,0.078,0.076,0.071,0.082,0.081,0.078,0.078,0.078,0.071,0.081,0.079,0.079,0.079,0.078,0.075,0.079,0.083,0.08,0.088,0.079,0.073,0.087,0.079,0.09,0.077,0.096,0.073,0.081,0.096,0.08,0.093,0.091,0.076
6:40:00,0.078,0.077,0.076,0.077,0.076,0.091,0.079,0.079,0.082,0.077,0.078,0.072,0.088,0.079,0.08,0.079,0.076,0.071,0.083,0.081,0.078,0.079,0.078,0.071,0.082,0.08,0.08,0.08,0.078,0.075,0.079,0.083,0.081,0.088,0.079,0.072,0.087,0.079,0.09,0.078,0.096,0.073,0.081,0.097,0.08,0.094,0.092,0.075
7:00:00,0.078,0.077,0.076,0.077,0.076,0.091,0.079,0.079,0.082,0.077,0.078,0.072,0.089,0.079,0.08,0.079,0.077,0.071,0.082,0.082,0.079,0.079,0.079,0.071,0.082,0.081,0.08,0.081,0.079,0.075,0.079,0.083,0.081,0.089,0.08,0.072,0.087,0.08,0.09,0.078,0.096,0.073,0.082,0.097,0.081,0.094,0.093,0.075
7:20:00,0.08,0.078,0.076,0.078,0.076,0.091,0.079,0.079,0.082,0.077,0.078,0.073,0.088,0.078,0.08,0.079,0.078,0.071,0.082,0.082,0.079,0.08,0.08,0.071,0.082,0.08,0.081,0.081,0.079,0.075,0.08,0.084,0.082,0.089,0.081,0.072,0.087,0.08,0.091,0.079,0.096,0.073,0.082,0.097,0.081,0.094,0.094,0.076
7:40:00,0.078,0.078,0.076,0.077,0.076,0.09,0.08,0.079,0.082,0.077,0.078,0.073,0.089,0.079,0.081,0.079,0.078,0.071,0.083,0.083,0.08,0.081,0.081,0.071,0.083,0.081,0.081,0.082,0.08,0.075,0.081,0.084,0.082,0.09,0.081,0.072,0.088,0.08,0.092,0.079,0.097,0.073,0.083,0.098,0.082,0.095,0.095,0.075
8:00:00,0.079,0.078,0.076,0.078,0.076,0.091,0.079,0.079,0.082,0.077,0.078,0.072,0.088,0.079,0.08,0.079,0.077,0.071,0.083,0.083,0.081,0.081,0.081,0.071,0.083,0.082,0.082,0.082,0.08,0.075,0.081,0.085,0.083,0.09,0.082,0.072,0.089,0.081,0.092,0.08,0.098,0.073,0.083,0.099,0.082,0.096,0.095,0.075
8:20:00,0.079,0.078,0.077,0.078,0.077,0.091,0.08,0.078,0.082,0.077,0.077,0.073,0.089,0.079,0.08,0.079,0.077,0.07,0.084,0.084,0.081,0.082,0.081,0.072,0.084,0.083,0.082,0.083,0.081,0.074,0.083,0.085,0.083,0.091,0.082,0.073,0.089,0.081,0.094,0.081,0.098,0.073,0.085,0.098,0.082,0.096,0.096,0.076
8:40:00,0.079,0.078,0.076,0.078,0.077,0.091,0.08,0.079,0.082,0.077,0.078,0.073,0.089,0.079,0.08,0.079,0.078,0.071,0.084,0.084,0.081,0.082,0.081,0.071,0.085,0.083,0.083,0.083,0.081,0.074,0.084,0.086,0.084,0.092,0.083,0.072,0.09,0.082,0.093,0.082,0.099,0.073,0.086,0.1,0.085,0.097,0.096,0.075
9:00:00,0.079,0.078,0.076,0.078,0.076,0.091,0.08,0.079,0.082,0.077,0.078,0.073,0.089,0.079,0.081,0.079,0.077,0.071,0.084,0.084,0.081,0.082,0.082,0.071,0.087,0.085,0.084,0.085,0.083,0.075,0.085,0.087,0.086,0.093,0.085,0.072,0.091,0.083,0.094,0.083,0.1,0.073,0.087,0.101,0.085,0.098,0.097,0.076
9:20:00,0.079,0.078,0.077,0.078,0.077,0.091,0.08,0.079,0.081,0.077,0.078,0.073,0.088,0.079,0.08,0.078,0.076,0.07,0.084,0.084,0.081,0.082,0.081,0.072,0.088,0.086,0.085,0.085,0.083,0.074,0.086,0.086,0.086,0.093,0.085,0.073,0.092,0.084,0.096,0.085,0.101,0.073,0.089,0.101,0.086,0.098,0.099,0.076
9:40:00,0.079,0.078,0.076,0.078,0.076,0.091,0.08,0.079,0.081,0.077,0.078,0.073,0.089,0.079,0.081,0.079,0.078,0.071,0.084,0.084,0.081,0.082,0.082,0.071,0.09,0.088,0.087,0.087,0.085,0.075,0.088,0.087,0.088,0.095,0.087,0.073,0.094,0.085,0.097,0.086,0.103,0.073,0.091,0.103,0.089,0.101,0.102,0.076
10:00:00,0.08,0.078,0.076,0.078,0.076,0.091,0.079,0.079,0.081,0.077,0.078,0.073,0.088,0.078,0.08,0.079,0.077,0.071,0.084,0.084,0.081,0.082,0.082,0.072,0.09,0.089,0.088,0.088,0.087,0.075,0.089,0.086,0.09,0.097,0.089,0.072,0.095,0.087,0.098,0.087,0.105,0.073,0.092,0.105,0.09,0.102,0.104,0.076
10:20:00,0.078,0.078,0.076,0.078,0.076,0.091,0.079,0.079,0.081,0.077,0.078,0.073,0.089,0.079,0.081,0.079,0.077,0.071,0.084,0.084,0.081,0.082,0.082,0.071,0.09,0.089,0.089,0.089,0.087,0.075,0.092,0.087,0.092,0.099,0.091,0.072,0.097,0.089,0.101,0.09,0.107,0.073,0.093,0.107,0.092,0.103,0.107,0.075
10:40:00,0.079,0.078,0.076,0.078,0.076,0.09,0.08,0.079,0.082,0.077,0.078,0.073,0.089,0.079,0.081,0.079,0.077,0.071,0.084,0.084,0.081,0.082,0.082,0.072,0.09,0.089,0.089,0.089,0.087,0.075,0.095,0.089,0.094,0.101,0.094,0.072,0.1,0.091,0.103,0.092,0.11,0.073,0.096,0.109,0.095,0.106,0.111,0.076
11:00:00,0.079,0.078,0.076,0.078,0.076,0.09,0.079,0.079,0.083,0.077,0.078,0.072,0.089,0.079,0.081,0.079,0.077,0.071,0.084,0.084,0.081,0.082,0.082,0.071,0.09,0.089,0.089,0.089,0.088,0.075,0.097,0.091,0.097,0.104,0.097,0.072,0.102,0.093,0.105,0.095,0.113,0.073,0.1,0.112,0.098,0.108,0.115,0.076
11:20:00,0.078,0.078,0.076,0.077,0.075,0.09,0.079,0.079,0.083,0.077,0.078,0.072,0.089,0.079,0.081,0.079,0.077,0.071,0.084,0.084,0.082,0.082,0.082,0.071,0.09,0.089,0.089,0.089,0.088,0.075,0.1,0.093,0.101,0.107,0.1,0.072,0.105,0.096,0.108,0.098,0.115,0.073,0.104,0.115,0.102,0.111,0.119,0.076
11:40:00,0.078,0.078,0.076,0.078,0.076,0.09,0.079,0.079,0.084,0.077,0.078,0.073,0.089,0.079,0.08,0.079,0.077,0.071,0.085,0.084,0.081,0.082,0.082,0.071,0.09,0.089,0.089,0.089,0.088,0.075,0.1,0.096,0.102,0.108,0.1,0.072,0.109,0.1,0.112,0.102,0.12,0.073,0.108,0.119,0.106,0.114,0.124,0.076
